conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Grove City,"Gray, Noah",0,,19,20,19,0.0,0.0,36.0,67.0,35.0,7.0,14.0,5.0,5.0,3.35,1.8,1.75,0.7,0.35,22.0,1.0,1.0,0.0,5.0,12.0,4.0,0.2,11.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,,1298:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,17.04573704232013,1,99,22
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Allegheny,Will Gruca,0,,7,21,20,0.0,0.0,31.0,65.0,31.0,11.0,10.0,2.0,2.0,3.1,1.48,1.48,0.476,0.524,21.0,1.0,0.0,0.0,2.0,5.0,2.0,0.095,4.0,0.0,3.0,0.0,0.19,0.14,0.0,0.0,0.0,,1621:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,15.661730494226079,2,96,35
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Franciscan,"Cross, Lucas",0,,15,23,23,0.0,0.0,41.0,71.0,33.0,5.0,14.0,7.0,3.0,3.09,1.78,1.43,0.609,0.217,27.0,2.0,0.0,0.0,4.0,6.0,5.0,0.217,41.0,0.0,2.0,0.0,1.78,0.09,0.0,0.0,0.0,,1870:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,15.585295975968135,3,95,39
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Waynesburg,"Johnson, Zachary",0,,13,17,15,0.0,0.0,22.0,35.0,27.0,3.0,12.0,2.0,2.0,2.06,1.29,1.59,0.706,0.176,10.0,1.0,1.0,0.0,4.0,4.0,1.0,0.059,14.0,0.0,1.0,0.0,0.82,0.06,0.0,0.0,0.0,,955:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.99139245526098,4,94,81
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Geneva,"Dunda, Wil",0,,15,19,19,0.0,0.0,16.0,40.0,19.0,5.0,7.0,1.0,1.0,2.11,0.84,1.0,0.368,0.263,9.0,0.0,0.0,0.0,3.0,1.0,2.0,0.105,13.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,,1412:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.950563327100381,5,93,181
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Saint Vincent,"Maddock, Daniel",0,,25,19,18,0.0,0.0,31.0,62.0,23.0,5.0,9.0,1.0,1.0,3.26,1.63,1.21,0.474,0.263,22.0,0.0,0.0,0.0,3.0,1.0,3.0,0.158,15.0,1.0,0.0,0.0,0.79,0.0,0.05,0.0,0.0,,1300:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.667284243067925,6,93,179
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Waynesburg,"Engel, John",0,,17,18,17,0.0,0.0,23.0,42.0,16.0,8.0,4.0,2.0,1.0,2.33,1.28,0.89,0.222,0.444,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,1.0,0.0,1.17,0.06,0.0,0.0,0.0,,1262:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.474139053594767,7,92,203
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Franciscan,"Goduti, Andrew",0,,10,23,23,0.0,0.0,27.0,68.0,20.0,0.0,10.0,0.0,0.0,2.96,1.17,0.87,0.435,0.0,17.0,0.0,1.0,0.0,3.0,3.0,2.0,0.087,13.0,0.0,1.0,0.0,0.57,0.04,0.0,0.0,0.0,,1810:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.424266031594033,8,92,218
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Geneva,"Amisi, Msafiri",0,,7,19,17,0.0,0.0,17.0,39.0,14.0,8.0,3.0,0.0,0.0,2.05,0.89,0.74,0.158,0.421,14.0,0.0,0.0,0.0,3.0,2.0,1.0,0.053,18.0,0.0,1.0,0.0,0.95,0.05,0.0,0.0,0.0,,1137:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.3989647920874795,9,91,269
pac,Presidents Athletic Conference (PAC),2025-26,msoc,Franciscan,"Venditti, Anthony",0,,11,23,23,0.0,0.0,15.0,45.0,14.0,8.0,3.0,0.0,0.0,1.96,0.65,0.61,0.13,0.348,12.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,1.0,0.0,1.17,0.04,0.0,0.0,0.0,,1675:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.328546407881321,10,91,276
