conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,rank,rating,global_rank
ccc,Conference of New England (CCC),2025-26,whockey,Endicott College,Lilly Tewksbury,,0,4,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.18985003417553792,1,99,3
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Kader, Aria",,0,2,24,1,0,,0,0,0,0,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,0,1,1,0.0,0.0,9,16,-7,21,0,31,6,5,1,0.03,0,0,,,,,,,,,,,,,,,,,,,2,94,8
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Hansen, Kayley",,0,3,26,1,0,,0,0,0,0,0,0,2,0,0,4,08:00,0,0,0,0,0,0,4,212,133,345,0.614,0.63,7,12,-5,7,0,32,9,7,2,0.06,0,0,,,,,,,,,,,,,,,,,,,3,92,9
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Faery, Rian",,0,4,26,21,0,,0,0,0,0,1,1,0,0,0,3,06:00,0,0,0,0,0,0,3,5,6,11,0.455,1.2,17,12,5,33,0,32,7,5,2,0.06,0,0,,,,,,,,,,,,,,,,,,,4,91,10
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Robles, Sophia",,0,5,24,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,5,3,8,0.625,0.6,5,5,0,2,0,11,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,5,89,11
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Ganter, Reilly",,0,6,18,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,4,6,10,0.4,1.5,6,4,2,3,0,13,2,1,1,0.08,0,0,,,,,,,,,,,,,,,,,,,6,88,12
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Oxman, Margot",,0,8,24,1,0,,0,0,0,0,1,0,0,0,0,7,14:00,0,0,0,0,0,0,7,16,21,37,0.432,1.31,5,11,-6,5,0,34,3,1,2,0.06,0,0,,,,,,,,,,,,,,,,,,,7,87,13
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Mardesich, Bella",,0,9,26,22,0,,0,0,1,5,4,0,1,2,0,5,10:00,0,0,0,0,0,0,5,25,27,52,0.481,1.08,22,17,5,8,0,158,17,4,13,0.08,0,0,,,,,,,,,,,,,,,,,,,8,86,14
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"McIntyre, Kailyn",,0,10,21,1,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,11,12,23,0.478,1.09,9,7,2,4,0,20,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,,9,85,15
ccc,Conference of New England (CCC),2025-26,whockey,Curry College,"Kahl, Anna",,0,11,26,5,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,6,6,0.0,0.0,11,5,6,25,0,19,3,2,1,0.05,0,0,,,,,,,,,,,,,,,,,,,10,85,16
