conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,z_shot_stats_goals,z_shot_stats_assists,z_shot_stats_points,z_shot_stats_shots_on_goal,z_caution_stats_yellow_cards,z_caution_stats_red_cards,composite_score,rank,rating
aec,Atlantic East Conference (AEC),2025-26,msoc,Marymount (VA),"Lopez Coreas, Jefferson",0,,7,20,20,0.0,0.0,52.0,98.0,37.0,3.0,17.0,1.0,1.0,4.9,2.6,1.85,0.85,0.15,35.0,2.0,2.0,0.0,3.0,10.0,4.0,0.2,29.0,0.0,5.0,0.0,1.45,0.25,0.0,0.0,0.0,,1345:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.68431265974863,2.369630458703942,8.154274729755155,8.480829250111194,3.3821986764315377,-0.24544034683690794,17.33805847896227,1,99
aec,Atlantic East Conference (AEC),2025-26,msoc,Neumann,"Illian, Jordan",0,,11,19,19,0.0,0.0,41.0,106.0,31.0,5.0,13.0,3.0,2.0,5.58,2.16,1.63,0.684,0.263,28.0,2.0,1.0,0.0,1.0,6.0,3.0,0.158,25.0,0.0,5.0,0.0,1.32,0.26,0.0,0.0,0.0,,1323:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.536120069283753,4.315454536768765,6.747415872121764,6.565420310748703,3.3821986764315377,-0.24544034683690794,15.184059754926897,2,95
aec,Atlantic East Conference (AEC),2025-26,msoc,Gwynedd Mercy Univ.,Braedon Kehan,0,,23,19,19,0.0,0.0,32.0,56.0,19.0,3.0,8.0,3.0,2.0,2.95,1.68,1.0,0.421,0.158,24.0,0.0,0.0,0.0,3.0,0.0,3.0,0.158,9.0,0.0,3.0,0.0,0.47,0.16,0.0,0.0,0.0,,1286:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.8508793312026595,2.369630458703942,3.9336981568549816,4.998267542179392,1.7587433117443994,-0.24544034683690794,9.097227512502887,3,94
aec,Atlantic East Conference (AEC),2025-26,msoc,Marymount (VA),"Shoetter-Rojas, Erick",0,,12,19,19,0.0,0.0,22.0,46.0,20.0,0.0,10.0,3.0,3.0,2.42,1.16,1.05,0.526,0.0,12.0,3.0,1.0,0.0,1.0,4.0,2.0,0.105,13.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,,1398:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4.924975626435097,-0.549105658393293,4.168174633127213,3.2569866882134915,-0.6764397352863075,-0.24544034683690794,8.30936334541925,4,93
aec,Atlantic East Conference (AEC),2025-26,msoc,Neumann,"Mejia, Luke",0,,10,20,15,0.0,0.0,9.0,17.0,14.0,6.0,4.0,0.0,0.0,0.85,0.45,0.7,0.2,0.3,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.5,0.05,0.0,0.0,0.0,,961:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.7026867407377846,5.288366575801176,2.7613157754938222,0.9933215780578207,0.13528794705726147,-0.24544034683690794,7.6140116489320215,5,92
aec,Atlantic East Conference (AEC),2025-26,msoc,Gwynedd Mercy Univ.,Luke O'Donnell,0,,47,14,13,0.0,0.0,15.0,30.0,12.0,4.0,4.0,0.0,0.0,2.14,1.07,0.86,0.286,0.286,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.071,4.0,0.0,2.0,0.0,0.29,0.14,0.0,0.0,0.0,,886:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.7026867407377846,3.3425424977363534,2.2923628229493582,2.038090090437361,0.9470156294008304,-0.24544034683690794,6.010862277629893,6,91
aec,Atlantic East Conference (AEC),2025-26,msoc,Neumann,"Atta-Krah, Zion",0,,7,20,12,0.0,0.0,11.0,32.0,14.0,2.0,6.0,0.0,0.0,1.6,0.55,0.7,0.3,0.1,5.0,0.0,0.0,0.0,3.0,3.0,2.0,0.1,20.0,0.0,2.0,0.0,1.0,0.1,0.0,0.0,0.0,,839:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.776783035970222,1.3967184196715303,2.7613157754938222,1.341577748851001,0.9470156294008304,-0.24544034683690794,5.911846316680807,7,90
aec,Atlantic East Conference (AEC),2025-26,msoc,Gwynedd Mercy Univ.,Devario Gboho,0,,27,18,11,0.0,0.0,17.0,24.0,12.0,2.0,5.0,0.0,0.0,1.33,0.94,0.67,0.278,0.111,12.0,1.0,0.0,0.0,0.0,1.0,2.0,0.111,4.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,,815:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.239734888354003,1.3967184196715303,2.2923628229493582,2.3863462612305413,-0.6764397352863075,-0.24544034683690794,5.499003109462442,8,89
aec,Atlantic East Conference (AEC),2025-26,msoc,Marywood,"Clearwaters, Owen",0,,7,13,11,0.0,0.0,15.0,26.0,14.0,0.0,7.0,2.0,1.0,2.0,1.15,1.08,0.538,0.0,8.0,1.0,0.0,0.0,3.0,2.0,3.0,0.231,5.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,,711:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.3138311835864407,-0.549105658393293,2.7613157754938222,2.038090090437361,-0.6764397352863075,-0.24544034683690794,5.469638382671992,9,89
aec,Atlantic East Conference (AEC),2025-26,msoc,Marywood,"Forbes, Jack",0,,17,18,16,0.0,0.0,17.0,24.0,11.0,3.0,4.0,1.0,0.0,1.33,0.94,0.61,0.222,0.167,13.0,0.0,0.0,0.0,3.0,2.0,2.0,0.111,7.0,0.0,2.0,0.0,0.39,0.11,0.0,0.0,0.0,,1155:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.7026867407377846,2.369630458703942,2.0578863466771264,2.3863462612305413,0.9470156294008304,-0.24544034683690794,5.235341551075278,10,88
