season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Carleton,Carleton College,Sam Higaki,,Fourth Year,6169,49,ACTIVE,72.96,0.96,23,72.0909545474562,9,2,2,42.3413245600079,-8.87521562143772,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Gustavus Adolphus,Gustavus Adolphus College,Jimmy Abdo,,Third Year,31914,51,ACTIVE,73.29,1.29,28,72.1447537346277,11,2,0,41.8809485231893,-8.52416710028201,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Gustavus Adolphus,Gustavus Adolphus College,Christopher Gutuza,,,14550,64,ACTIVE,73.29,1.29,28,72.1447537346277,11,2,0,40.3575252057514,-8.52416710028201,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Bethel (MN),Bethel University (MN),Jacob Ferrin,,,27912,83,ACTIVE,73.39,1.39,23,72.112616925284,9,1,0,37.831558760491,-8.56776626295252,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Concordia (MN),"Concordia College, Moorhead",Ryan Engel,,Fourth Year,10026,90,ACTIVE,73.43,1.43,21,72.6456924955581,9,2,2,37.3981374507492,-10.3323500286277,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Bethel (MN),Bethel University (MN),Jesse Balc,,Fourth Year,30344,103,ACTIVE,74.23,2.23,26,72.9309204902669,10,2,1,36.0419801861239,-8.64216061573631,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Saint John's (MN),Saint John's University (MN),Gavin Grahek,,Third Year,31372,110,ACTIVE,74.36,2.36,25,73.1734633231988,10,2,1,35.0100716770389,-8.97698079335916,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,St. Olaf,St. Olaf College,Isaac Schmidt,,,13740,113,ACTIVE,74.0,2.0,23,73.0315466788871,9,4,0,34.61081948424,-9.41397968624075,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Carleton,Carleton College,Justin Rodriguez,,Fourth Year,26065,120,ACTIVE,73.81,1.81,21,72.8730652745634,8,0,0,34.0547461052393,-8.90726828892244,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,St. Olaf,St. Olaf College,Ryan Herbst,,Third Year,38792,143,ACTIVE,73.84,1.84,25,73.0281719924059,10,3,1,31.6847094217934,-9.42910527925721,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Carleton,Carleton College,Gordon Walker,,,13272,147,ACTIVE,73.96,1.96,23,73.0909545474562,9,2,0,31.5434722476201,-8.87521562143772,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Bethel (MN),Bethel University (MN),Zeke Roberts,,Second Year,6524,173,ACTIVE,74.63,2.63,30,73.2846856732079,11,1,0,29.4845640134648,-8.32380265280608,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Gustavus Adolphus,Gustavus Adolphus College,Wyatt Carlson,,,18991,200,ACTIVE,74.64,2.64,28,73.5018965917705,11,1,0,27.8011921213196,-8.52416710028201,Region VI - (M) DIII,clippd_scoreboard
2025-26,mgolf,Men,Minnesota Intercollegiate Athletic Conference,miac,Gustavus Adolphus,Gustavus Adolphus College,Blake Forrest,,Fourth Year,19829,241,ACTIVE,75.21,3.21,28,74.0733251631991,11,0,0,25.3421408209019,-8.52416710028201,Region VI - (M) DIII,clippd_scoreboard
