season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Baker, Jake",Jake,Baker,,601,"Baker, Jake","BAKER, JAKE",St. John Fisher,SJF,0,27,22,9,0,9,0,.221,181,30,70,7,1,21,0,2,14,77,0,0,127,4,41,6,0,4,2,76,0,2.59,0.26,1.52,0.22,0.07,2.81,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Stella, Griffin",Griffin,Stella,,601,"Stella, Griffin","STELLA, GRIFFIN",St. John Fisher,SJF,0,105,61,3,0,3,0,.498,500,34,283,20,5,70,0,8,10,369,0,0,19,1,65,80,8,50,30,346,0,2.70,0.19,0.62,0.76,0.08,3.30,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Newman, Gavin",Gavin,Newman,,601,"Newman, Gavin","NEWMAN, GAVIN",St. John Fisher,SJF,0,94,66,8,0,8,0,.195,118,18,41,850,15,1478,0,42,81,401,0,0,7,0,152,50,5,34,16,116,2,0.44,9.04,1.62,0.53,0.45,1.23,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"La Robardiere, Trace",Trace,La Robardiere,,601,"La Robardiere, Trace","LA ROBARDIERE, TRACE",St. John Fisher,SJF,0,120,0,12,0,12,0,.500,8,0,4,76,6,197,0,0,0,2,0,0,706,25,316,0,0,0,0,4,1,0.03,0.63,2.63,0.00,0.00,0.03,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Shutt, Sam",Sam,Shutt,,601,"Shutt, Sam","SHUTT, SAM",St. John Fisher,SJF,0,8,5,16,0,16,0,.647,17,1,12,3,0,3,0,1,4,7,0,0,0,0,3,6,0,6,0,16,0,1.50,0.38,0.38,0.75,0.13,2.00,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Ingerick, Evan",Evan,Ingerick,,601,"Ingerick, Evan","INGERICK, EVAN",St. John Fisher,SJF,0,59,18,19,0,19,0,.295,44,2,15,389,6,676,0,13,26,177,0,0,6,0,102,23,4,18,5,42,0,0.25,6.59,1.73,0.39,0.22,0.71,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Jackson, Casey",Casey,Jackson,,601,"Jackson, Casey","JACKSON, CASEY",St. John Fisher,SJF,0,98,69,5,0,5,0,.249,458,60,174,13,0,45,0,21,83,309,0,0,421,19,97,21,4,19,2,206.5,0,1.78,0.13,0.99,0.21,0.21,2.11,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"La Robardiere, Gabe",Gabe,La Robardiere,,601,"La Robardiere, Gabe","LA ROBARDIERE, GABE",St. John Fisher,SJF,0,75,47,6,0,6,0,.220,287,59,122,4,5,18,0,5,20,94,0,0,25,1,37,31,6,20,11,148,0,1.63,0.05,0.49,0.41,0.07,1.97,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Calhoun, Aiden",Aiden,Calhoun,,601,"Calhoun, Aiden","CALHOUN, AIDEN",St. John Fisher,SJF,0,84,0,10,0,10,0,.194,93,22,40,36,0,58,0,21,35,199,0,0,2,0,40,3,9,2,1,63,1,0.48,0.43,0.48,0.04,0.25,0.75,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"DeMaria, Jack",Jack,DeMaria,,601,"DeMaria, Jack","DEMARIA, JACK",St. John Fisher,SJF,0,17,0,11,0,11,0,.000,0,0,0,2,0,3,0,1,2,15,0,0,17,2,4,1,0,1,0,1.5,0,0.00,0.12,0.24,0.06,0.06,0.09,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Cohen, Tyler",Tyler,Cohen,,601,"Cohen, Tyler","COHEN, TYLER",St. John Fisher,SJF,0,70,12,4,0,4,0,.107,84,20,29,17,1,32,0,4,18,162,0,0,1,0,59,5,0,5,0,35.5,0,0.41,0.24,0.84,0.07,0.06,0.51,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Rauh, Ian",Ian,Rauh,,601,"Rauh, Ian","RAUH, IAN",St. John Fisher,SJF,0,102,69,17,0,17,0,.423,461,66,261,8,2,31,0,22,56,281,0,0,2,0,20,93,2,77,16,337.5,0,2.56,0.08,0.20,0.91,0.22,3.31,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Roberts, Jimmy",Jimmy,Roberts,,601,"Roberts, Jimmy","ROBERTS, JIMMY",St. John Fisher,SJF,0,12,5,2,0,2,0,.500,38,2,21,0,0,0,0,3,5,42,0,0,38,2,9,2,2,2,0,25,0,1.75,0.00,0.75,0.17,0.25,2.08,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Holmes, Connor",Connor,Holmes,,601,"Holmes, Connor","HOLMES, CONNOR",St. John Fisher,SJF,0,33,17,1,0,1,0,.388,116,16,61,0,0,4,0,0,2,24,0,0,6,0,3,9,5,7,2,66.5,0,1.85,0.00,0.09,0.27,0.00,2.02,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Keoviengsamay, Sonepith",Sonepith,Keoviengsamay,,601,"Keoviengsamay, Sonepith","KEOVIENGSAMAY, SONEPITH",St. John Fisher,SJF,0,78,39,7,0,7,0,.227,405,81,173,9,2,26,0,19,47,297,0,0,402,26,91,32,3,31,1,208.5,0,2.22,0.12,1.17,0.41,0.24,2.67,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Perez, Guillermo",Guillermo,Perez,,601,"Perez, Guillermo","PEREZ, GUILLERMO",St. John Fisher,SJF,0,25,15,20,0,20,0,.268,56,13,28,5,0,7,0,5,10,56,0,0,7,0,14,18,1,10,8,46,0,1.12,0.20,0.56,0.72,0.20,1.84,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Quinn, Alex",Alex,Quinn,,601,"Quinn, Alex","QUINN, ALEX",St. John Fisher,SJF,0,6,0,18,0,18,0,.182,11,3,5,0,0,0,0,0,2,2,0,0,0,0,0,4,0,3,1,7.5,0,0.83,0.00,0.00,0.67,0.00,1.25,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Tarataglia, Nick",Nick,Tarataglia,,601,"Tarataglia, Nick","TARATAGLIA, NICK",St. John Fisher,SJF,0,10,0,14,0,14,0,.238,21,5,10,1,0,2,0,0,4,22,0,0,13,1,9,3,0,3,0,11.5,0,1.00,0.10,0.90,0.30,0.00,1.15,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Carwile, Connor",Connor,Carwile,,601,"Carwile, Connor","CARWILE, CONNOR",St. John Fisher,SJF,0,44,0,13,0,13,0,-1.000,1,1,0,7,0,11,0,0,3,65,0,0,41,7,19,0,0,0,0,0,0,0.00,0.16,0.43,0.00,0.00,0.00,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Welter, Coleton",Coleton,Welter,,601,"Welter, Coleton","WELTER, COLETON",St. John Fisher,SJF,0,74,29,15,0,15,0,.104,374,83,122,9,2,36,0,10,44,196,0,0,382,15,62,28,0,21,7,149.5,1,1.65,0.12,0.84,0.38,0.14,2.02,,,,,,
2025-26,mvball,Empire 8 (E8),e8,St. John Fisher,"Hernandez, Evan",Evan,Hernandez,,601,"Hernandez, Evan","HERNANDEZ, EVAN",St. John Fisher,SJF,0,70,30,21,0,21,0,.178,325,65,123,18,1,48,0,14,35,176,0,0,2,0,95,13,2,10,3,145,0,1.76,0.26,1.36,0.19,0.20,2.07,,,,,,
