conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,z_per_set_stats_points,z_per_set_stats_kills,z_per_set_stats_assists,z_per_set_stats_blocks,z_per_set_stats_aces,z_per_set_stats_digs,z_attack_stats_errors,z_serve_stats_errors,composite_score,rank,rating
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,La Verne,"Ray, Mya",0,,23,123,62,0.33,1383.0,173.0,629.0,27.0,2.0,135.0,0.0,49.0,78.0,431.0,0.0,0.0,664.0,26.0,336.0,85.0,5.0,61.0,24.0,732.5,0.0,5.11,0.22,2.73,0.69,0.4,5.96,4.268826188748054,4.298588010703929,-0.3438334076533053,1.1981515821232227,1.760862606231718,1.2405421957666136,3.7095354705641093,5.56731678476755,7.81631416262559,1,99
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Claremont-Mudd-Scripps,"McKee,Brooke",0,,15,108,55,0.232,1254.0,162.0,453.0,12.0,5.0,74.0,0.0,70.0,73.0,432.0,0.0,0.0,869.0,70.0,300.0,57.0,2.0,55.0,2.0,552.5,0.0,4.19,0.11,2.78,0.53,0.65,5.12,3.5245998660780846,3.36746492056745,-0.41562161178897333,0.740448511046999,3.3823325478675588,1.2808991707538087,3.42667395965023,5.164028026610102,6.81084330822658,2,95
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Occidental,"Carranza, Ariana",0,,4,64,37,0.173,573.0,97.0,196.0,10.0,1.0,80.0,0.0,24.0,21.0,206.0,0.0,0.0,373.0,32.0,214.0,28.0,3.0,26.0,2.0,235.0,0.0,3.06,0.16,3.34,0.44,0.38,3.67,2.239923475754922,2.2238028642041656,-0.3829906099091242,0.482990533566623,1.6311450109008507,1.732897290610396,1.755219576977306,0.9698249417726417,4.668322585396306,3,93
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Redlands,"Kautai, Lily",0,,20,104,50,0.233,1006.0,87.0,321.0,22.0,3.0,115.0,0.0,52.0,33.0,380.0,0.0,0.0,396.0,30.0,349.0,17.0,2.0,15.0,2.0,382.5,0.0,3.09,0.21,3.36,0.16,0.5,3.68,2.2487833129295645,2.2541655736651376,-0.3503596080292751,-0.31798984081676873,2.4094505828860546,1.7490400806052737,1.4980727488737795,1.937717961350517,4.590558994031658,4,91
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Occidental,"Shum, Jasmine",0,,25,63,37,0.212,643.0,79.0,215.0,8.0,1.0,41.0,0.0,8.0,12.0,128.0,0.0,0.0,298.0,25.0,126.0,28.0,2.0,23.0,5.0,239.5,0.0,3.41,0.13,2.0,0.44,0.13,3.8,2.3551013590252743,2.578034474582174,-0.4025692110370337,0.482990533566623,0.00967506926500961,0.6513303609535627,1.292355286390958,0.24390517708923506,4.301323721809385,5,90
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Whittier,"The, Malena",0,,21,97,66,0.187,930.0,122.0,296.0,22.0,0.0,88.0,0.0,33.0,15.0,355.0,0.0,0.0,461.0,23.0,315.0,32.0,1.0,32.0,0.0,345.0,0.0,3.05,0.23,3.25,0.33,0.34,3.56,2.142465266833854,2.2136819610505083,-0.33730720727733543,0.16831967220171914,1.3717098202391163,1.6602547356334447,2.398086647236123,0.4858784319837039,4.230728786767132,6,89
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Pomona-Pitzer,"Mountanos, Paige",0,,20,97,52,0.199,964.0,146.0,338.0,6.0,1.0,46.0,0.0,14.0,23.0,200.0,0.0,0.0,262.0,33.0,172.0,53.0,2.0,48.0,5.0,381.0,0.0,3.48,0.06,1.77,0.55,0.14,3.93,2.4702792422956272,2.6488807966577754,-0.4482526136688225,0.797661394931527,0.07453386693044331,0.46568827601246443,3.015239034684587,1.1311404450356208,4.1493367732211315,7,88
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,California Lutheran,"Clayton, Kaylee",0,,10,81,53,0.168,721.0,128.0,249.0,18.0,5.0,88.0,0.0,31.0,27.0,330.0,0.0,0.0,449.0,47.0,260.0,19.0,1.0,16.0,3.0,291.0,0.0,3.07,0.22,3.21,0.23,0.38,3.59,2.1690447783577818,2.233923767357823,-0.3438334076533053,-0.11774474722092076,1.6311450109008507,1.6279691556436884,2.552374744098239,1.4537714515615794,4.094609573337053,8,87
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Whittier,"D'Amato, Mia",0,,20,82,59,0.306,386.0,38.0,156.0,27.0,2.0,104.0,0.0,29.0,6.0,317.0,0.0,0.0,10.0,2.0,90.0,79.0,5.0,63.0,16.0,232.5,0.0,1.9,0.33,1.1,0.96,0.35,2.84,1.504556990259594,1.0497780983799094,-0.27204520351763717,1.9705255145643505,1.4365686179045496,-0.07509518881595219,0.23805329116649843,-0.24004133269970265,3.6986622291296176,9,87
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wvball,Caltech,"Berg, Emma",0,,11,34,17,0.079,114.0,17.0,26.0,150.0,4.0,445.0,0.0,25.0,8.0,161.0,0.0,0.0,2.0,1.0,84.0,8.0,4.0,8.0,0.0,55.0,0.0,0.76,4.41,2.47,0.24,0.74,1.62,0.4236568549532092,-0.10400486113703178,2.3906445498780515,-0.08913830527865683,3.9660617268564624,1.0306859258331984,-0.3019550478509077,-0.07872582943672342,3.642630308045825,10,86
