season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,wgolf,Women,Ohio Athletic Conference,oac,John Carroll,John Carroll University,Julia Gulla,,Second Year,39351,135,ACTIVE,78.22,6.22,18,77.2939529927522,11,8,6,16.957264643755,-24.1383673573344,Great Lakes - (W) DIII,clippd_scoreboard,131,91,17.4691400126988
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Marisa Alfes,,Fourth Year,24053,103,ACTIVE,78.38,6.38,24,77.1442155840031,13,9,5,21.0235837905612,-19.0171918303746,Great Lakes - (W) DIII,clippd_scoreboard,140,91,16.5277792011832
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Alayna Meyer,,,34443,100000,ACTIVE,78.73,6.73,11,77.8047635921115,6,4,0,14.3496021039493,-22.8991364976886,Great Lakes - (W) DIII,clippd_scoreboard,161,90,14.0910183044403
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Heidelberg,Heidelberg University,Lydia Dietz,,Fourth Year,25557,294,ACTIVE,80.32,8.32,22,80.8864845028693,15,8,3,6.99810879200266,-26.3087438705338,Great Lakes - (W) DIII,clippd_scoreboard,266,87,7.89736191906608
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Heidelberg,Heidelberg University,Brooke Barnes,,Third Year,30659,308,ACTIVE,80.77,8.77,22,81.3410299574147,15,7,5,6.62516384681884,-26.3087438705338,Great Lakes - (W) DIII,clippd_scoreboard,294,86,6.99810879200266
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Baldwin Wallace,Baldwin Wallace University,Kylie Porter,,Second Year,8867,326,ACTIVE,81.44,9.44,16,81.2347587787627,11,4,0,5.85850937980557,-24.8286888941327,Great Lakes - (W) DIII,clippd_scoreboard,329,85,5.77947481242799
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Alexa Luebbe,,,25764,365,ACTIVE,83.0,11.0,22,82.5301771121382,12,5,1,4.83690243674321,-23.0962137074219,Great Lakes - (W) DIII,clippd_scoreboard,444,82,3.16508731700842
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Mount Union,University of Mount Union,Emma Packard,,Fourth Year,19379,377,ACTIVE,83.05,11.05,20,82.7640423456901,11,1,0,4.44846693893452,-20.2733564657664,Great Lakes - (W) DIII,clippd_scoreboard,450,82,3.09821148995389
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Mount Union,University of Mount Union,Amanda Fedor,,Fourth Year,27688,387,ACTIVE,83.55,11.55,20,83.2640423456901,11,1,1,4.20241132411591,-20.2733564657664,Great Lakes - (W) DIII,clippd_scoreboard,491,80,2.59899063903765
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Olivia Dickson,,Third Year,36907,436,ACTIVE,83.7,11.7,20,83.5101402248033,11,1,1,3.32103967281021,-24.0858405798796,Great Lakes - (W) DIII,clippd_scoreboard,501,80,2.47774171812207
2025-26,wgolf,Women,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Addison Williams,,Second Year,39301,415,ACTIVE,83.84,11.84,19,83.1701689524059,11,1,0,3.82810385446811,-21.1211968197775,Great Lakes - (W) DIII,clippd_scoreboard,507,80,2.41081910908144
