season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Grove City,Grove City College,Luke Gronbeck,,Third Year,34100,277,ACTIVE,74.29,2.29,17,74.854722336025,12,7,3,23.7274747533132,-14.9202386375647,Region III - (M) DIII,clippd_scoreboard,197,92,27.9325597257259
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Washington&Jefferson,Washington and Jefferson College,Matthew Morelli,,Third Year,9836,362,ACTIVE,75.0,3.0,21,74.8872444207343,12,4,1,20.8180607651014,-12.8835655859784,Region III - (M) DIII,clippd_scoreboard,305,90,22.785287765001
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Saint Francis,Saint Francis University,Toby Webb,,,25823,1501,ACTIVE,75.11,3.11,27,75.7027138389931,10,0,0,13.7708494244825,-5.89377408232907,Region III - (M) DIII,clippd_scoreboard,325,89,22.1214733426997
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Allegheny,Allegheny College,Christopher Hoffman,,Second Year,3401,322,ACTIVE,75.25,3.25,20,74.9549859627109,10,3,2,22.2133993909094,-12.10878424582,Region III - (M) DIII,clippd_scoreboard,352,89,21.074198304871
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Allegheny,Allegheny College,Dylan Kochis,,,32414,426,ACTIVE,75.5,3.5,20,75.2049859627109,10,0,0,18.9422238552419,-12.10878424582,Region III - (M) DIII,clippd_scoreboard,387,88,20.0728639418312
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Saint Vincent,Saint Vincent College,Matthew Edwards,,Fourth Year,7451,567,ACTIVE,76.17,4.17,18,76.4183049575024,12,1,0,15.2647189288258,-14.3457480724509,Region III - (M) DIII,clippd_scoreboard,539,85,15.7660436793339
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Bethany (WV),Bethany College,Jude Smith,,,25447,654,ACTIVE,76.23,4.23,13,76.0330583499802,10,2,0,13.5206616696812,-15.3206640229934,Region III - (M) DIII,clippd_scoreboard,554,85,15.5161625501884
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Washington&Jefferson,Washington and Jefferson College,William Ainsworth,,,32453,601,ACTIVE,76.57,4.57,21,76.4586729921628,12,1,0,14.5194362973592,-12.8835655859784,Region III - (M) DIII,clippd_scoreboard,633,83,14.0742507601281
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Allegheny,Allegheny College,Connor Bell,,Fourth Year,21926,599,ACTIVE,77.2,5.2,20,76.9049859627109,10,1,1,14.5226536083058,-12.10878424582,Region III - (M) DIII,clippd_scoreboard,794,80,11.126145585442
2025-26,mgolf,Men,Presidents' Athletic Conference,presidents_athletic_conference,Westminster (PA),Westminster College Pennsylvania,Tyler Hager,,Fourth Year,23603,648,ACTIVE,77.2,5.2,15,76.5609537066506,10,2,1,13.714691702102,-14.0410185597721,Region III - (M) DIII,clippd_scoreboard,795,80,11.1075066623765
